,CustomerID,Recency,Frequency,Monetary,R,F,M,RFM Score,Segment
62,12424.0,6,2,1760.96,2,2,4,224,hibernating
63,12425.0,3,1,777.1999999999999,2,1,3,213,hibernating
64,12426.0,7,1,582.73,1,1,3,113,hibernating
65,12427.0,1,4,404.86999999999995,4,4,2,442,loyal customers
66,12428.0,1,12,7877.200000000002,4,5,5,455,loyal customers
67,12429.0,1,3,2468.9,5,3,5,535,potential loyalists
68,12430.0,2,1,256.4,3,1,2,312,about to sleep
69,12431.0,2,17,6058.139999999999,3,5,5,355,loyal customers
70,12432.0,2,5,5059.320000000001,3,4,5,345,loyal customers
71,12433.0,1,5,9588.749999999998,5,4,5,545,champions
72,12434.0,3,4,765.1899999999999,2,4,3,243,at risk
73,12435.0,3,2,7829.890000000001,2,2,5,225,hibernating
74,12436.0,4,1,509.01000000000005,2,1,3,213,hibernating
75,12437.0,1,19,4896.66,5,5,5,555,champions
76,12438.0,1,2,2906.8500000000004,4,2,5,425,potential loyalists
77,12441.0,12,0,0.0,1,1,1,111,hibernating
78,12442.0,1,1,172.06,5,1,1,511,new customers
79,12444.0,1,5,5005.46,4,4,5,445,loyal customers
80,12445.0,1,1,133.4,4,1,1,411,promising
81,12446.0,2,1,1002.3100000000001,3,1,4,314,about to sleep
82,12447.0,8,1,476.49,1,1,3,113,hibernating
83,12448.0,2,1,449.4500000000001,3,1,3,313,about to sleep
84,12449.0,1,4,4067.29,4,4,5,445,loyal customers
85,12450.0,6,2,197.88,2,2,1,221,hibernating
86,12451.0,1,6,8933.52,5,4,5,545,champions
87,12452.0,1,3,428.57,4,3,2,432,potential loyalists
88,12453.0,5,1,707.0899999999999,2,1,3,213,hibernating
89,12454.0,2,2,4.547473508864641e-13,3,2,1,321,about to sleep
90,12455.0,3,6,2466.86,2,4,5,245,at risk
91,12456.0,2,4,3153.89,3,4,5,345,loyal customers
92,12457.0,2,12,1917.78,3,5,5,355,loyal customers
93,12458.0,3,2,947.4,3,2,4,324,about to sleep
94,12461.0,4,2,826.88,2,2,3,223,hibernating
95,12462.0,1,4,1124.0100000000002,5,4,4,544,champions
96,12463.0,2,7,1303.63,3,5,4,354,loyal customers
97,12464.0,1,8,1212.0500000000002,5,5,4,554,champions
98,12465.0,1,3,733.89,5,3,3,533,potential loyalists
99,12468.0,5,3,724.04,2,3,3,233,at risk
100,12471.0,1,46,16397.51,5,5,5,555,champions
101,12472.0,1,11,4720.48,4,5,5,455,loyal customers
102,12473.0,1,9,2848.2299999999996,4,5,5,455,loyal customers
103,12474.0,1,29,7150.47,4,5,5,455,loyal customers
104,12475.0,2,1,723.3799999999999,3,1,3,313,about to sleep
105,12476.0,1,20,6546.58,5,5,5,555,champions
106,12477.0,1,9,13117.01,4,5,5,455,loyal customers
107,12478.0,1,1,680.9900000000001,5,1,3,513,new customers
108,12479.0,1,3,477.30000000000007,5,3,3,533,potential loyalists
109,12480.0,1,4,3281.6299999999997,4,4,5,445,loyal customers
110,12481.0,1,10,5431.48,4,5,5,455,loyal customers
111,12483.0,1,13,2327.1300000000006,4,5,5,455,loyal customers
112,12484.0,2,8,4495.2699999999995,3,5,5,355,loyal customers
113,12488.0,1,3,1298.66,5,3,4,534,potential loyalists
114,12489.0,12,1,334.92999999999995,1,1,2,112,hibernating
115,12490.0,1,10,5417.93,5,5,5,555,champions
116,12491.0,2,1,460.40000000000003,3,1,3,313,about to sleep
117,12492.0,3,2,263.21000000000004,3,2,2,322,about to sleep
118,12493.0,6,3,416.79,2,3,2,232,at risk
119,12494.0,1,12,1081.7499999999998,5,5,4,554,champions
120,12497.0,3,1,1043.1,2,1,4,214,hibernating
121,12498.0,1,3,403.69999999999993,4,3,2,432,potential loyalists
122,12500.0,1,13,4206.27,4,5,5,455,loyal customers
123,12501.0,11,2,2089.6800000000003,1,2,5,125,hibernating
124,12502.0,4,5,3723.8700000000003,2,4,5,245,at risk
125,12503.0,12,1,-1126.0,1,1,1,111,hibernating
126,12504.0,1,4,114.0,4,4,1,441,loyal customers
127,12505.0,10,1,-4.5,1,1,1,111,hibernating
128,12506.0,8,1,73.50000000000001,1,1,1,111,hibernating
129,12507.0,5,4,1258.06,2,4,4,244,at risk
130,12508.0,1,2,398.27,4,2,2,422,potential loyalists
131,12509.0,10,1,176.5,1,1,1,111,hibernating
132,12510.0,5,2,982.57,2,2,4,224,hibernating
133,12512.0,3,2,138.03,3,2,1,321,about to sleep
134,12513.0,3,2,586.7900000000001,2,2,3,223,hibernating
135,12514.0,9,1,1017.6800000000001,1,1,4,114,hibernating
136,12515.0,12,1,383.70000000000005,1,1,2,112,hibernating
137,12516.0,3,2,1312.06,2,2,4,224,hibernating
138,12517.0,1,6,2464.8900000000003,4,4,5,445,loyal customers
139,12518.0,1,5,2056.89,5,4,5,545,champions
140,12519.0,3,1,340.84000000000003,3,1,2,312,about to sleep
141,12520.0,3,6,2582.51,2,4,5,245,at risk
142,12521.0,5,1,599.68,2,1,3,213,hibernating
143,12522.0,2,2,192.72,3,2,1,321,about to sleep
144,12523.0,1,13,1745.5700000000002,5,5,4,554,champions
145,12524.0,1,8,4485.72,5,5,5,555,champions
146,12526.0,1,3,1316.6599999999999,5,3,4,534,potential loyalists
147,12527.0,3,3,348.71000000000004,2,3,2,232,at risk
148,12528.0,1,8,1922.28,5,5,5,555,champions
149,12530.0,3,5,1623.6299999999999,3,4,4,344,loyal customers
150,12531.0,1,1,125.22,4,1,1,411,promising
151,12532.0,1,1,349.83000000000004,4,1,2,412,promising
152,12534.0,5,1,1089.18,2,1,4,214,hibernating
153,12535.0,4,2,716.3499999999999,2,2,3,223,hibernating
154,12536.0,1,5,4106.820000000001,5,4,5,545,champions
155,12538.0,1,1,363.95,4,1,2,412,promising
156,12539.0,1,5,3852.4999999999995,4,4,5,445,loyal customers
157,12540.0,1,19,13309.039999999999,4,5,5,455,loyal customers
158,12541.0,1,3,981.18,4,3,4,434,potential loyalists
159,12544.0,1,2,355.70000000000005,4,2,2,422,potential loyalists
160,12545.0,3,2,1000.3900000000001,2,2,4,224,hibernating
161,12546.0,2,3,1141.5000000000002,3,3,4,334,need attention
162,12547.0,7,2,207.8,1,2,1,121,hibernating
163,12548.0,6,1,95.19999999999999,2,1,1,211,hibernating
164,12550.0,3,1,964.83,2,1,4,214,hibernating
165,12551.0,12,1,168.0,1,1,1,111,hibernating
166,12552.0,2,2,437.82,3,2,2,322,about to sleep
167,12553.0,1,14,3652.2499999999995,5,5,5,555,champions
168,12556.0,2,2,603.7099999999999,3,2,3,323,about to sleep
169,12557.0,1,4,11370.96,4,4,5,445,loyal customers
170,12558.0,1,2,0.0,5,2,1,521,potential loyalists
171,12559.0,11,3,536.2099999999999,1,3,3,133,at risk
172,12560.0,1,4,2101.3900000000003,5,4,5,545,champions
173,12561.0,10,1,238.85,1,1,2,112,hibernating
174,12562.0,1,7,3781.74,5,5,5,555,champions
175,12564.0,9,1,456.90000000000003,1,1,3,113,hibernating
176,12565.0,10,2,131.17000000000002,1,2,1,121,hibernating
177,12566.0,3,2,346.7,2,2,2,222,hibernating
178,12567.0,1,9,7172.559999999999,4,5,5,455,loyal customers
179,12569.0,1,35,4064.9900000000007,5,5,5,555,champions
180,12571.0,2,2,519.61,3,2,3,323,about to sleep
181,12572.0,1,3,1004.72,5,3,4,534,potential loyalists
182,12573.0,8,1,160.54,1,1,1,111,hibernating
183,12574.0,11,1,218.45000000000002,1,1,2,112,hibernating
184,12576.0,2,6,1306.98,3,4,4,344,loyal customers
185,12577.0,2,4,595.4,3,4,3,343,loyal customers
186,12578.0,1,4,2753.36,4,4,5,445,loyal customers
187,12579.0,3,3,410.71999999999997,2,3,2,232,at risk
188,12580.0,9,1,415.70000000000005,1,1,2,112,hibernating
189,12581.0,2,1,197.70999999999998,3,1,1,311,about to sleep
190,12582.0,8,2,511.35999999999996,1,2,3,123,hibernating
191,12583.0,1,17,6331.48,5,5,5,555,champions
192,12584.0,1,18,1893.95,5,5,4,554,champions
193,12585.0,8,4,1982.81,1,4,5,145,at risk
194,12586.0,1,1,196.94000000000003,4,1,1,411,promising
195,12587.0,1,1,144.0,5,1,1,511,new customers
196,12588.0,2,1,214.89999999999998,3,1,1,311,about to sleep
197,12589.0,1,2,646.68,4,2,3,423,potential loyalists
198,12590.0,7,3,9861.380000000001,1,3,5,135,at risk
199,12591.0,11,1,452.84999999999997,1,1,3,113,hibernating
200,12592.0,4,2,437.6,2,2,2,222,hibernating
201,12593.0,4,3,418.1,2,3,2,232,at risk
202,12594.0,2,11,3320.2200000000003,3,5,5,355,loyal customers
203,12596.0,2,2,618.27,3,2,3,323,about to sleep
204,12597.0,1,5,3683.13,4,4,5,445,loyal customers
205,12598.0,1,9,3002.68,5,5,5,555,champions
206,12599.0,1,7,1032.58,4,5,4,454,loyal customers
207,12600.0,1,10,2504.54,4,5,5,455,loyal customers
208,12601.0,7,6,569.5600000000001,1,4,3,143,at risk
209,12602.0,2,1,153.12,3,1,1,311,about to sleep
210,12603.0,1,1,739.1999999999999,4,1,3,413,promising
211,12604.0,3,2,254.18,2,2,2,222,hibernating
212,12605.0,12,0,0.0,1,1,1,111,hibernating
213,12607.0,2,2,-2.2737367544323206e-13,3,2,1,321,about to sleep
214,12609.0,3,3,1126.85,2,3,4,234,at risk
215,12610.0,1,7,2057.99,4,5,5,455,loyal customers
216,12611.0,2,1,1193.32,3,1,4,314,about to sleep
217,12612.0,2,2,643.5899999999999,3,2,3,323,about to sleep
218,12613.0,1,6,3218.98,4,4,5,445,loyal customers
219,12614.0,10,1,315.59999999999997,1,1,2,112,hibernating
220,12615.0,1,4,2291.19,5,4,5,545,champions
221,12616.0,3,5,657.2499999999999,2,4,3,243,at risk
222,12617.0,1,1,355.53000000000003,4,1,2,412,promising
223,12618.0,1,1,177.31,4,1,1,411,promising
224,12619.0,1,13,3214.8099999999995,4,5,5,455,loyal customers
225,12620.0,1,3,1339.4099999999999,4,3,4,434,potential loyalists
226,12621.0,1,22,13147.46,5,5,5,555,champions
227,12622.0,8,1,180.09999999999997,1,1,1,111,hibernating
228,12623.0,10,1,305.1,1,1,2,112,hibernating
229,12624.0,4,2,641.13,2,2,3,223,hibernating
230,12625.0,7,3,2614.3199999999997,1,3,5,135,at risk
231,12626.0,1,13,6388.35,4,5,5,455,loyal customers
232,12627.0,1,7,4478.53,5,5,5,555,champions
233,12628.0,1,4,769.61,5,4,3,543,champions
234,12630.0,1,2,1270.88,5,2,4,524,potential loyalists
235,12631.0,2,1,640.5,3,1,3,313,about to sleep
236,12633.0,2,5,2140.63,3,4,5,345,loyal customers
237,12635.0,3,2,1689.1800000000003,2,2,4,224,hibernating
238,12637.0,3,11,5953.25,3,5,5,355,loyal customers
239,12638.0,2,1,671.69,3,1,3,313,about to sleep
240,12639.0,8,1,486.1,1,1,3,113,hibernating
241,12640.0,1,3,1174.5800000000002,4,3,4,434,potential loyalists
242,12641.0,4,1,185.9,2,1,1,211,hibernating
243,12642.0,1,3,1013.26,4,3,4,434,potential loyalists
244,12643.0,5,6,3344.6400000000003,2,4,5,245,at risk
245,12644.0,5,1,477.90999999999997,2,1,3,213,hibernating
246,12645.0,2,5,1755.3799999999999,3,4,4,344,loyal customers
247,12646.0,1,2,1346.9699999999998,5,2,4,524,potential loyalists
248,12647.0,1,10,2701.12,4,5,5,455,loyal customers
249,12648.0,6,1,318.04999999999995,2,1,2,212,hibernating
250,12649.0,4,3,623.51,2,3,3,233,at risk
251,12650.0,1,1,314.44,5,1,2,512,new customers
252,12651.0,12,1,114.0,1,1,1,111,hibernating
253,12652.0,11,2,914.53,1,2,4,124,hibernating
254,12653.0,5,2,2209.85,2,2,5,225,hibernating
255,12654.0,1,5,601.98,5,4,3,543,champions
256,12656.0,1,8,3982.7200000000003,4,5,5,455,loyal customers
257,12657.0,1,5,1152.06,5,4,4,544,champions
258,12658.0,1,1,686.05,4,1,3,413,promising
259,12659.0,1,1,91.68,4,1,1,411,promising
260,12660.0,1,1,245.10000000000002,5,1,2,512,new customers
261,12662.0,1,11,3555.6,5,5,5,555,champions
262,12664.0,1,10,4863.88,5,5,5,555,champions
263,12665.0,11,2,61.75,1,2,1,121,hibernating
264,12666.0,12,1,-227.44,1,1,1,111,hibernating
265,12667.0,2,1,620.1300000000001,3,1,3,313,about to sleep
266,12668.0,1,6,3743.1800000000003,5,4,5,545,champions
267,12669.0,5,4,1607.7300000000002,2,4,4,244,at risk
268,12670.0,1,6,2986.1499999999996,5,4,5,545,champions
269,12672.0,11,1,225.9,1,1,2,112,hibernating
270,12673.0,1,2,610.52,5,2,3,523,potential loyalists
271,12674.0,1,7,1919.31,4,5,5,455,loyal customers
272,12676.0,1,6,1331.39,4,4,4,444,loyal customers
273,12678.0,2,13,17588.260000000002,3,5,5,355,loyal customers
274,12679.0,2,9,1058.67,3,5,4,354,loyal customers
275,12680.0,1,4,862.8099999999998,5,4,3,543,champions
276,12681.0,1,26,12644.07,4,5,5,455,loyal customers
277,12682.0,1,29,11212.93,5,5,5,555,champions
278,12683.0,1,18,7158.009999999999,5,5,5,555,champions
279,12684.0,1,7,2283.63,5,5,5,555,champions
280,12685.0,1,6,2863.08,4,4,5,445,loyal customers
281,12686.0,12,0,0.0,1,1,1,111,hibernating
282,12688.0,4,1,4873.8099999999995,2,1,5,215,hibernating
283,12689.0,1,2,1247.61,4,2,4,424,potential loyalists
284,12690.0,7,1,389.01,1,1,2,112,hibernating
285,12691.0,1,6,1035.8,4,4,4,444,loyal customers
286,12693.0,5,6,830.9599999999999,2,4,3,243,at risk
287,12694.0,3,2,869.6699999999998,3,2,3,323,about to sleep
288,12695.0,1,4,582.1,5,4,3,543,champions
289,12697.0,1,5,939.0200000000002,4,4,4,444,loyal customers
290,12700.0,1,6,4867.99,5,4,5,545,champions
291,12701.0,3,2,797.71,2,2,3,223,hibernating
292,12702.0,1,1,219.0,4,1,2,412,promising
293,12703.0,3,2,274.7,3,2,2,322,about to sleep
294,12704.0,1,10,2220.8399999999997,5,5,5,555,champions
295,12705.0,1,14,6814.240000000002,4,5,5,455,loyal customers
296,12707.0,10,1,603.42,1,1,3,113,hibernating
297,12708.0,1,15,2419.8800000000006,4,5,5,455,loyal customers
298,12709.0,1,25,8771.4,5,5,5,555,champions
299,12710.0,4,4,1130.57,2,4,4,244,at risk
300,12712.0,1,14,3783.7500000000005,4,5,5,455,loyal customers
301,12713.0,1,1,848.5500000000001,5,1,3,513,new customers
302,12714.0,1,5,4708.860000000001,5,4,5,545,champions
303,12715.0,4,1,353.85999999999996,2,1,2,212,hibernating
304,12716.0,1,2,1053.4899999999998,5,2,4,524,potential loyalists
305,12717.0,5,3,980.98,2,3,4,234,at risk
306,12718.0,3,1,238.25,3,1,2,312,about to sleep
307,12719.0,1,3,608.1,5,3,3,533,potential loyalists
308,12720.0,1,28,5239.89,5,5,5,555,champions
309,12721.0,2,6,2656.13,4,4,5,445,loyal customers
310,12722.0,3,6,904.33,2,4,4,244,at risk
311,12723.0,1,5,725.0699999999999,5,4,3,543,champions
312,12724.0,1,4,1031.41,5,4,4,544,champions
313,12725.0,12,0,0.0,1,1,1,111,hibernating
314,12726.0,1,7,2609.0999999999995,4,5,5,455,loyal customers
315,12727.0,1,9,3947.7000000000003,5,5,5,555,champions
316,12728.0,3,4,836.3299999999999,3,4,3,343,loyal customers
317,12729.0,4,1,453.01000000000005,2,1,3,213,hibernating
318,12731.0,1,13,17721.51,4,5,5,455,loyal customers
319,12732.0,6,1,236.26000000000005,1,1,2,112,hibernating
320,12733.0,8,1,383.95000000000005,1,1,2,112,hibernating
321,12734.0,12,1,110.39999999999999,1,1,1,111,hibernating
322,12735.0,11,2,779.5699999999999,1,2,3,123,hibernating
323,12736.0,11,1,234.00000000000003,1,1,2,112,hibernating
324,12738.0,12,0,0.0,1,1,1,111,hibernating
325,12739.0,3,2,1013.0400000000001,2,2,4,224,hibernating
326,12740.0,3,1,427.59999999999997,3,1,2,312,about to sleep
327,12743.0,5,2,546.4300000000001,2,2,3,223,hibernating
328,12744.0,2,10,9120.389999999998,3,5,5,355,loyal customers
329,12747.0,1,10,3837.4500000000003,5,5,5,555,champions
330,12748.0,1,204,26286.010000000002,5,5,5,555,champions
331,12749.0,1,8,3868.2000000000003,5,5,5,555,champions
332,12750.0,5,1,275.88,2,1,2,212,hibernating
333,12752.0,3,1,4366.780000000001,2,1,5,215,hibernating
334,12753.0,1,11,21024.009999999995,5,5,5,555,champions
335,12754.0,8,6,2949.1199999999994,1,4,5,145,at risk
336,12755.0,9,3,-1591.1999999999998,1,3,1,131,at risk
337,12756.0,3,1,112.08000000000001,2,1,1,211,hibernating
338,12757.0,1,19,4227.7,4,5,5,455,loyal customers
339,12758.0,4,2,2791.59,2,2,5,225,hibernating
340,12759.0,2,3,1531.44,3,3,4,334,need attention
341,12762.0,1,2,1898.52,5,2,4,524,potential loyalists
342,12763.0,5,1,174.0,2,1,1,211,hibernating
343,12764.0,11,1,1693.88,1,1,4,114,hibernating
344,12766.0,1,6,5840.34,5,4,5,545,champions
345,12769.0,8,1,1143.6,1,1,4,114,hibernating
346,12770.0,7,1,1351.4499999999998,1,1,4,114,hibernating
347,12772.0,3,1,892.4700000000001,3,1,4,314,about to sleep
348,12775.0,1,6,1351.24,4,4,4,444,loyal customers
349,12778.0,1,7,804.23,4,5,3,453,loyal customers
350,12779.0,1,11,3620.54,4,5,5,455,loyal customers
351,12781.0,1,5,707.72,4,4,3,443,loyal customers
352,12782.0,1,6,2273.32,5,4,5,545,champions
353,12783.0,1,8,1603.87,5,5,4,554,champions
354,12784.0,1,2,574.4200000000001,5,2,3,523,potential loyalists
355,12785.0,1,2,305.71,5,2,2,522,potential loyalists
356,12787.0,1,3,463.65999999999997,5,3,3,533,potential loyalists
357,12789.0,3,1,91.85000000000001,3,1,1,311,about to sleep
358,12790.0,7,1,324.9200000000001,1,1,2,112,hibernating
359,12791.0,12,0,0.0,1,1,1,111,hibernating
360,12792.0,9,1,400.53999999999996,1,1,2,112,hibernating
361,12793.0,12,1,413.68,1,1,2,112,hibernating
362,12794.0,2,2,860.4099999999999,3,2,3,323,about to sleep
363,12795.0,1,1,430.48,4,1,2,412,promising
364,12797.0,12,2,-59.85,1,2,1,121,hibernating
365,12798.0,1,3,6977.039999999999,5,3,5,535,potential loyalists
366,12802.0,7,2,412.58,1,2,2,122,hibernating
367,12808.0,2,2,354.25,3,2,2,322,about to sleep
368,12809.0,6,2,484.36,2,2,3,223,hibernating
369,12811.0,9,3,514.85,1,3,3,133,at risk
370,12812.0,2,1,229.64,3,1,2,312,about to sleep
371,12814.0,4,1,125.92,2,1,1,211,hibernating
372,12815.0,5,2,1063.46,2,2,4,224,hibernating
373,12816.0,4,2,572.2,2,2,3,223,hibernating
374,12817.0,10,1,166.04,1,1,1,111,hibernating
375,12818.0,6,2,1517.8799999999999,2,2,4,224,hibernating
376,12820.0,1,4,942.34,5,4,4,544,champions
377,12821.0,8,1,92.72,1,1,1,111,hibernating
378,12822.0,3,3,918.9799999999999,3,3,4,334,need attention
379,12823.0,3,5,1759.5,2,4,4,244,at risk
380,12824.0,3,1,397.11999999999995,3,1,2,312,about to sleep
381,12826.0,1,7,1313.1200000000001,5,5,4,554,champions
382,12827.0,1,3,430.15,5,3,2,532,potential loyalists
383,12828.0,1,6,1018.7099999999999,5,4,4,544,champions
384,12829.0,11,3,253.05,1,3,2,132,at risk
385,12830.0,2,7,6748.4,3,5,5,355,loyal customers
386,12831.0,9,1,215.05,1,1,1,111,hibernating
387,12832.0,2,2,383.03,4,2,2,422,potential loyalists
388,12833.0,5,1,417.38,2,1,2,212,hibernating
389,12834.0,10,1,312.38,1,1,2,112,hibernating
390,12836.0,2,5,2612.8599999999997,3,4,5,345,loyal customers
391,12837.0,6,1,134.1,2,1,1,211,hibernating
392,12838.0,2,1,292.34000000000003,3,1,2,312,about to sleep
393,12839.0,1,15,5181.01,5,5,5,555,champions
394,12840.0,5,6,2714.27,2,4,5,245,at risk
395,12841.0,1,24,3370.41,5,5,5,555,champions
396,12842.0,3,2,1118.99,3,2,4,324,about to sleep
397,12843.0,3,9,1680.76,3,5,4,354,loyal customers
398,12844.0,1,2,325.96000000000004,4,2,2,422,potential loyalists
399,12845.0,9,4,354.09,1,4,2,142,at risk
400,12847.0,1,1,871.5399999999998,4,1,3,413,promising
401,12849.0,1,2,1050.8899999999999,4,2,4,424,potential loyalists
402,12851.0,4,1,135.18,2,1,1,211,hibernating
403,12852.0,10,2,299.75,1,2,2,122,hibernating
404,12853.0,4,9,1881.6999999999998,2,5,4,254,can't loose
405,12854.0,3,5,1289.1499999999999,2,4,4,244,at risk
406,12855.0,12,0,0.0,1,1,1,111,hibernating
407,12856.0,1,8,2162.6800000000003,5,5,5,555,champions
408,12857.0,7,2,1106.4,1,2,4,124,hibernating
409,12863.0,2,2,504.20000000000005,3,2,3,323,about to sleep
410,12864.0,5,1,147.12,2,1,1,211,hibernating
411,12865.0,1,3,1548.07,4,3,4,434,potential loyalists
412,12866.0,10,1,559.12,1,1,3,113,hibernating
413,12867.0,1,10,3986.22,4,5,5,455,loyal customers
414,12868.0,7,5,1403.76,1,4,4,144,at risk
415,12870.0,12,0,0.0,1,1,1,111,hibernating
416,12871.0,3,2,380.64,2,2,2,222,hibernating
417,12872.0,11,1,221.43999999999997,1,1,2,112,hibernating
418,12873.0,10,1,374.0,1,1,2,112,hibernating
419,12875.0,5,2,343.2300000000001,2,2,2,222,hibernating
420,12876.0,2,2,2218.02,3,2,5,325,about to sleep
421,12877.0,1,12,1535.77,5,5,4,554,champions
422,12878.0,1,3,841.64,4,3,3,433,potential loyalists
423,12879.0,2,4,552.57,3,4,3,343,loyal customers
424,12881.0,10,1,298.0,1,1,2,112,hibernating
425,12882.0,1,2,1463.04,5,2,4,524,potential loyalists
426,12883.0,1,4,703.47,4,4,3,443,loyal customers
427,12884.0,3,1,309.05000000000007,2,1,2,212,hibernating
428,12885.0,3,4,1158.27,3,4,4,344,loyal customers
429,12886.0,3,3,1351.0900000000001,3,3,4,334,need attention
430,12888.0,8,4,313.77,1,4,2,142,at risk
431,12890.0,1,1,380.47,4,1,2,412,promising
432,12891.0,7,3,331.0,1,3,2,132,at risk
433,12893.0,1,1,188.14000000000001,4,1,1,411,promising
434,12895.0,2,3,347.3,3,3,2,332,need attention
435,12897.0,7,2,216.5,1,2,2,122,hibernating
436,12901.0,1,36,16293.100000000006,5,5,5,555,champions
437,12902.0,9,1,138.67999999999998,1,1,1,111,hibernating
438,12904.0,1,2,509.58,4,2,3,423,potential loyalists
439,12906.0,1,5,2919.8099999999995,4,4,5,445,loyal customers
440,12908.0,2,4,246.0,3,4,2,342,loyal customers
441,12909.0,2,8,2128.83,3,5,5,355,loyal customers
442,12910.0,1,8,3075.0400000000004,4,5,5,455,loyal customers
443,12912.0,1,5,1662.3000000000002,5,4,4,544,champions
444,12913.0,1,4,2066.01,5,4,5,545,champions
445,12915.0,5,1,164.0,2,1,1,211,hibernating
446,12916.0,5,5,2982.3499999999995,2,4,5,245,at risk
447,12917.0,5,1,594.0,2,1,3,213,hibernating
448,12919.0,1,8,1301.44,5,5,4,554,champions
449,12920.0,1,1,164.23000000000002,4,1,1,411,promising
450,12921.0,1,48,15701.94,5,5,5,555,champions
451,12922.0,6,1,405.38,2,1,2,212,hibernating
452,12923.0,3,1,176.97,3,1,1,311,about to sleep
453,12924.0,3,5,929.95,2,4,4,244,at risk
454,12925.0,1,2,694.05,5,2,3,523,potential loyalists
455,12928.0,2,5,2062.7,3,4,5,345,loyal customers
456,12929.0,5,2,105.1,2,2,1,221,hibernating
457,12930.0,3,4,409.90000000000003,2,4,2,242,at risk
458,12931.0,1,20,33462.81000000001,4,5,5,455,loyal customers
459,12933.0,1,4,606.28,4,4,3,443,loyal customers
460,12935.0,1,8,2156.4500000000003,5,5,5,555,champions
461,12936.0,1,5,1012.9000000000001,4,4,4,444,loyal customers
462,12937.0,1,4,1504.27,4,4,4,444,loyal customers
